state,h_tract,w_tract,workers,flow_share,h_lat,h_lon,w_lat,w_lon,median_income,pop_total,nh_white,nh_black,hispanic
tx,48157670904,48201431902,17,0.0000013747,29.559901,-95.5346645,29.7364815,-95.4641258,120909.0,5286.0,1362.0,1391.0,491.0
tx,48201210600,48201520501,7,0.0000005661,29.8070404,-95.3653598,29.8148906,-95.4713169,83257.0,5821.0,1523.0,83.0,3882.0
ca,06025010500,06025011600,50,0.0000029723,32.9875536,-115.5439843,32.7871667,-115.561166,83304.0,6973.0,1543.0,42.0,5279.0
ca,06107002303,06053980000,1,0.0000000594,36.2256444,-119.3438407,36.6632958,-121.6049632,70903.0,6078.0,3586.0,43.0,2125.0
ca,06085504002,06085512019,2,0.0000001189,37.3546753,-121.8340275,37.2707459,-121.8458034,90153.0,6385.0,249.0,0.0,3373.0
ca,06085511609,06071001803,1,0.0000000594,37.4385457,-122.1744126,34.040947,-117.6174059,150192.0,3274.0,1863.0,42.0,518.0
ca,06099000303,06113010315,1,0.0000000594,37.7245396,-120.942757,38.5552363,-121.5350372,80087.0,5880.0,1691.0,17.0,3336.0
ca,06065042717,06071002112,17,0.0000010106,33.6997108,-117.2534257,34.0918026,-117.5605124,62258.0,6334.0,1997.0,447.0,3489.0
ca,06013351200,06001409000,21,0.0000012484,37.8682136,-122.1047907,37.7299594,-122.2164979,250001.0,5525.0,4466.0,7.0,328.0
ca,06085502001,06085506801,9,0.0000005350,37.3224577,-121.9330738,37.2422641,-121.9563613,106477.0,4767.0,1805.0,70.0,1853.0
ca,06059032015,06059042108,2,0.0000001189,33.6091503,-117.6853284,33.4249906,-117.6239766,164648.0,6564.0,3660.0,16.0,1089.0
ca,06097154202,06097152100,84,0.0000049935,38.7861401,-123.1049627,38.4592719,-122.7228816,110529.0,6544.0,4581.0,32.0,1680.0
ca,06055200602,06013338302,4,0.0000002378,38.334581,-122.2995123,37.9065751,-122.0146435,100212.0,4482.0,2446.0,0.0,1648.0
ca,06037213201,06037310400,17,0.0000010106,34.0526559,-118.3045301,34.202677,-118.3354064,40756.0,4162.0,194.0,64.0,1967.0
ca,06085506202,06075011700,27,0.0000016051,37.3011233,-121.9904291,37.7904975,-122.403475,175179.0,8409.0,2514.0,405.0,452.0
ca,06067009308,06067008404,2,0.0000001189,38.4166716,-121.3819931,38.6759691,-121.175736,92027.0,7047.0,4166.0,291.0,1622.0
ca,06073007907,06073005302,39,0.0000023184,32.7965191,-117.2417581,32.7156722,-117.1637863,110272.0,3206.0,2470.0,0.0,374.0
ca,06037901214,06029002806,1,0.0000000594,34.6669986,-118.2460489,35.351302,-119.105562,104701.0,4926.0,2228.0,473.0,1745.0
ca,06037407101,06037602513,2,0.0000001189,34.0478649,-117.9723257,33.9195907,-118.3309833,73438.0,4633.0,97.0,0.0,4229.0
ca,06065042731,06073017307,2,0.0000001189,33.7394656,-117.2214165,32.9900018,-117.2679956,94208.0,8792.0,2358.0,572.0,5249.0
ca,06009000222,06013312000,2,0.0000001189,38.1437173,-120.9074214,38.0151349,-121.8694525,96804.0,3669.0,2883.0,4.0,446.0
ca,06029003219,06029003808,14,0.0000008322,35.2742933,-119.0655377,35.3914329,-119.1006532,110500.0,5594.0,865.0,131.0,3570.0
ca,06111003700,06111001304,4,0.0000002378,34.1819643,-119.1913008,34.2795999,-119.1655535,92932.0,6296.0,209.0,211.0,5807.0
ca,06037262604,06037262706,28,0.0000016645,34.0522392,-118.5493086,34.0351983,-118.5245644,242083.0,5763.0,4567.0,109.0,261.0
ca,06037574400,06037576001,84,0.0000049935,33.8050344,-118.102337,33.7607008,-118.1971195,138095.0,5656.0,3182.0,98.0,1329.0
ca,06073017605,06073017606,28,0.0000016645,33.0613079,-117.275903,33.0510925,-117.264585,126042.0,3771.0,2484.0,26.0,924.0
ca,06005000301,06099003802,2,0.0000001189,38.4580232,-120.949858,37.4861261,-120.8576988,86346.0,4934.0,2264.0,488.0,1783.0
ca,06037195903,06037310400,41,0.0000024373,34.0808128,-118.28244,34.202677,-118.3354064,88750.0,1923.0,669.0,50.0,825.0
ca,06073012402,06073008350,52,0.0000030912,32.6430592,-117.0878962,32.8914562,-117.1716869,59313.0,5730.0,656.0,210.0,4555.0
ca,06001407102,06001403100,22,0.0000013078,37.7807761,-122.2102384,37.8022741,-122.2755012,70284.0,4268.0,320.0,1011.0,1591.0
ca,06073006900,06073006500,48,0.0000028534,32.7430457,-117.221947,32.7521788,-117.2007826,136526.0,6310.0,4922.0,54.0,565.0
ca,06037241002,06037207400,53,0.0000031507,33.9252619,-118.2614024,34.0562223,-118.246642,60323.0,3776.0,31.0,1160.0,2452.0
ca,06037574201,06037554521,8,0.0000004756,33.803924,-118.1276823,33.872133,-118.1001151,139777.0,3141.0,1559.0,349.0,424.0
ca,06075035102,06075017700,95,0.0000056474,37.754778,-122.4990243,37.768044,-122.4124918,162721.0,4458.0,1250.0,47.0,194.0
ca,06071000605,06037703003,3,0.0000001783,34.0155079,-117.6893011,33.9857371,-118.3881332,61098.0,5182.0,144.0,0.0,4923.0
ca,06013337300,06097152100,1,0.0000000594,37.9402165,-122.0080941,38.4592719,-122.7228816,159250.0,5994.0,3872.0,45.0,727.0
ca,06077005312,06001401300,1,0.0000000594,37.7580096,-121.4431263,37.8181386,-122.2667055,104111.0,3073.0,1126.0,201.0,1387.0
ca,06029006006,06029006101,163,0.0000096897,35.1611022,-118.5218387,35.1312654,-118.4436267,101500.0,4054.0,2826.0,9.0,992.0
ca,06037400209,06037401601,30,0.0000017834,34.1328213,-117.7561453,34.1170701,-117.7643631,127778.0,4409.0,2137.0,319.0,1076.0
ca,06059075518,06037980035,10,0.0000005945,33.7065531,-117.8220205,34.0105697,-117.9354578,129311.0,10643.0,2477.0,144.0,2047.0
ca,06059074602,06059075002,80,0.0000047557,33.7363844,-117.8640244,33.748073,-117.8685376,91052.0,7981.0,519.0,10.0,7288.0
ca,06089010602,06089011501,24,0.0000014267,40.5830946,-122.4209446,40.511224,-122.3307095,80547.0,5340.0,4346.0,41.0,243.0
ca,06001435700,06081984300,12,0.0000007134,37.6786744,-122.1161142,37.6203823,-122.3769119,98125.0,4819.0,1015.0,117.0,2414.0
ca,06037433304,06059980000,3,0.0000001783,34.0708941,-118.019896,33.8096249,-117.9186718,41875.0,4320.0,176.0,36.0,2967.0
ca,06037432101,06037463602,8,0.0000004756,34.095895,-118.0429243,34.1408045,-118.1458928,115944.0,4813.0,543.0,0.0,826.0
ca,06037181300,06037406300,3,0.0000001783,34.136085,-118.223659,34.0606465,-117.8779405,142283.0,3971.0,1216.0,45.0,1317.0
ca,06073005802,06073005102,13,0.0000007728,32.7240567,-117.1717549,32.709045,-117.154004,141276.0,2972.0,1881.0,14.0,704.0
ca,06037920049,06037273502,2,0.0000001189,34.470768,-118.4496499,33.9867153,-118.472226,165700.0,5936.0,3446.0,180.0,1474.0
ca,06087110202,06085500300,2,0.0000001189,36.9290901,-121.75468,37.3395959,-121.9080736,95556.0,4642.0,1063.0,25.0,3331.0
ca,06067004008,06067000400,2,0.0000001189,38.489903,-121.5470459,38.5800861,-121.469372,99150.0,3337.0,1139.0,341.0,633.0
ca,06047000205,06099001300,24,0.0000014267,37.4347438,-120.7885133,37.660175,-121.0035581,61654.0,5092.0,695.0,0.0,4320.0
ca,06055201006,06095251803,10,0.0000005945,38.1712166,-122.260628,38.1357308,-122.2650034,137292.0,3436.0,1337.0,158.0,945.0
ca,06101050504,06101050102,92,0.0000054691,39.0907287,-121.6619764,39.1466401,-121.6247293,92778.0,7887.0,2547.0,125.0,2179.0
ca,06013371000,06041119201,10,0.0000005945,37.9403079,-122.3299515,37.9456796,-122.5282641,94729.0,5776.0,1543.0,590.0,2274.0
ca,06017030804,06085510300,1,0.0000000594,38.6380828,-120.9369393,37.3774027,-122.1116665,120114.0,6677.0,5242.0,12.0,1111.0
ca,06019005804,06019005912,6,0.0000003567,36.7808008,-119.6911659,36.820846,-119.628777,81689.0,6014.0,2544.0,0.0,2270.0
ca,06073020712,06059021922,3,0.0000001783,33.1339832,-117.0284281,33.8599299,-117.7444675,129865.0,4481.0,2652.0,29.0,1494.0
ca,06085504506,06081608025,12,0.0000007134,37.4503166,-121.9162075,37.5686738,-122.2745605,152898.0,6609.0,496.0,56.0,737.0
ca,06059086601,06037502700,6,0.0000003567,33.8507453,-117.933024,33.9547947,-118.0715453,62308.0,8340.0,859.0,33.0,6329.0
ca,06085503212,06085505007,23,0.0000013673,37.3046221,-121.8289144,37.3851644,-121.948078,116375.0,4176.0,201.0,108.0,612.0
ca,06001442602,06081607600,8,0.0000004756,37.5481936,-122.0049837,37.5581261,-122.3066879,136513.0,4663.0,1364.0,484.0,812.0
ca,06013307204,06013328000,18,0.0000010700,37.9946847,-121.8308707,37.9756138,-122.0378047,101549.0,4567.0,1544.0,385.0,1857.0
ca,06037536103,06037265301,4,0.0000002378,33.9427497,-118.1850472,34.0710687,-118.4454342,69496.0,5319.0,138.0,45.0,5072.0
ca,06037132900,06037275605,3,0.0000001783,34.1828565,-118.5282202,33.9775186,-118.4205947,96767.0,3559.0,2158.0,58.0,854.0
ca,06037228420,06001444602,1,0.0000000594,34.0082598,-118.2718914,37.5116224,-122.0028758,82798.0,3165.0,0.0,73.0,3087.0
ca,06037604200,06037264306,6,0.0000003567,33.931209,-118.330725,34.0453339,-118.4691329,71707.0,5802.0,448.0,1372.0,3626.0
ca,06029003212,06029003305,5,0.0000002972,35.3382047,-119.1372019,34.802456,-118.9627506,168657.0,6191.0,2233.0,327.0,1189.0
ca,06059032047,06059062610,93,0.0000055285,33.6575309,-117.6419276,33.6691905,-117.8609131,114151.0,4187.0,2213.0,109.0,1121.0
ca,06013336104,06067009639,2,0.0000001189,37.9696018,-122.0398238,38.4298959,-121.4080981,66887.0,2539.0,707.0,280.0,1195.0
ca,06073008331,06073007200,4,0.0000002378,32.9426037,-117.2241058,32.7215901,-117.2533174,200750.0,2667.0,1718.0,0.0,276.0
ca,06073009109,06037700501,2,0.0000001189,32.7724256,-117.1908305,34.0876363,-118.3878296,90000.0,3508.0,1913.0,256.0,745.0
ca,06037480011,06037480704,8,0.0000004756,34.1261899,-118.0762456,34.10578,-118.1537051,91563.0,5154.0,829.0,126.0,1657.0
ca,06037533300,06037226002,13,0.0000007728,33.9927923,-118.2024051,34.0326185,-118.2477706,43571.0,2993.0,11.0,0.0,2957.0
ca,06077003310,06067004019,1,0.0000000594,38.0245526,-121.3141008,38.4867855,-121.5240112,52389.0,4710.0,817.0,487.0,1712.0
ca,06113010902,06019005302,2,0.0000001189,38.6811981,-121.7885958,36.8049491,-119.7677716,72089.0,6223.0,2116.0,78.0,3428.0
ca,06065045235,06073008346,2,0.0000001189,33.7164015,-116.2818505,32.9125345,-117.1878012,85833.0,3346.0,1558.0,19.0,1315.0
ca,06037402301,06071002101,1,0.0000000594,34.0680346,-117.770088,34.098787,-117.6242985,70982.0,5169.0,619.0,40.0,4233.0
ca,06099000407,06099000501,56,0.0000033290,37.7218196,-120.9790608,37.7298946,-121.0461561,136603.0,3794.0,1854.0,165.0,1546.0
ca,06037574500,06037207400,47,0.0000027940,33.7873397,-118.1000457,34.0562223,-118.246642,118250.0,6582.0,3657.0,374.0,1614.0
ca,06037119003,06037920030,1,0.0000000594,34.2501205,-118.4331362,34.4151458,-118.4899601,106625.0,3895.0,103.0,13.0,3473.0
ca,06111009300,06037134303,6,0.0000003567,34.2976989,-119.0145578,34.203248,-118.611899,171250.0,6039.0,2922.0,398.0,2192.0
ca,06111006800,06111007000,39,0.0000023184,34.1974095,-118.8650037,34.1816823,-118.8679497,123319.0,3917.0,2368.0,24.0,1149.0
ca,06037620703,06037265521,10,0.0000005945,33.8617562,-118.3826394,34.056703,-118.4448253,234516.0,3727.0,2348.0,62.0,514.0
ca,06073010009,06073005000,33,0.0000019617,32.5473763,-117.0528794,32.6925295,-117.1440193,69688.0,5780.0,116.0,116.0,5237.0
ca,06061022800,06001450752,2,0.0000001189,38.7891007,-121.2777257,37.7409198,-121.823992,130326.0,4724.0,2696.0,164.0,587.0
ca,06073002903,06073008339,37,0.0000021995,32.7498572,-117.0553352,32.9030498,-117.2324729,88204.0,4516.0,1628.0,259.0,1525.0
ca,06067008504,06081605502,1,0.0000000594,38.6530361,-121.1797987,37.5751582,-122.3471428,130461.0,5304.0,3279.0,158.0,703.0
ca,06037189600,06037310400,190,0.0000112948,34.1112603,-118.3297989,34.202677,-118.3354064,82446.0,3693.0,2543.0,131.0,623.0
ca,06097153301,06081610202,2,0.0000001189,38.3918573,-122.7695059,37.4894615,-122.2304251,92635.0,6584.0,3190.0,149.0,2036.0
ca,06079012306,06037267901,5,0.0000002972,35.0138709,-120.5630558,34.056456,-118.4137158,153551.0,5099.0,4260.0,142.0,520.0
ca,06071001309,06037980035,25,0.0000014862,34.0745763,-117.6247141,34.0105697,-117.9354578,67550.0,5490.0,341.0,187.0,4794.0
ca,06037533504,06059074111,1,0.0000000594,33.9848309,-118.1932502,33.7090748,-117.8928567,60947.0,4045.0,10.0,8.0,4007.0
ca,06063000502,06063000501,120,0.0000071336,40.2383156,-121.1980772,40.3853393,-121.3550617,92054.0,1876.0,1623.0,0.0,191.0
ca,06067007802,06023010800,1,0.0000000594,38.6165035,-121.3109972,40.6530627,-124.2233155,78474.0,4996.0,3700.0,119.0,720.0
ca,06071002013,06065042209,3,0.0000001783,34.138221,-117.6072895,33.9951998,-117.3421808,91177.0,3698.0,1825.0,208.0,1291.0
ca,06085503125,06081607702,1,0.0000000594,37.2832604,-121.8775331,37.5649305,-122.302688,159792.0,3663.0,1435.0,81.0,619.0
ca,06059032015,06059052506,1,0.0000000594,33.6091503,-117.6853284,33.6856826,-117.7807058,164648.0,6564.0,3660.0,16.0,1089.0
ca,06065043001,06037574201,1,0.0000000594,33.6459281,-117.3119644,33.803924,-118.1276823,85750.0,11689.0,2738.0,869.0,6866.0
ca,06027000500,06027000400,240,0.0000142671,36.9446572,-117.9010501,37.3653589,-118.4048952,60227.0,2519.0,1597.0,58.0,317.0
ca,06047002601,06099002304,1,0.0000000594,37.2693929,-120.402075,37.6159138,-120.9913318,102500.0,2592.0,491.0,122.0,1475.0
ca,06067009311,06075030101,9,0.0000005350,38.4728809,-121.3529406,37.7642568,-122.4597429,88106.0,6937.0,2011.0,591.0,1520.0
ca,06037275200,06073008345,1,0.0000000594,33.9956333,-118.4203026,32.8501751,-117.1915848,92957.0,3754.0,1180.0,220.0,1610.0
ca,06037901007,06037910501,5,0.0000002972,34.6530404,-118.1832497,34.5802057,-118.112519,96450.0,2254.0,1252.0,206.0,601.0
ca,06037132101,06037265521,41,0.0000024373,34.1902625,-118.4956552,34.056703,-118.4448253,68246.0,4319.0,1428.0,107.0,2280.0
ca,06067009321,06061021802,3,0.0000001783,38.4601607,-121.3889396,38.9479977,-121.0601197,89737.0,5672.0,947.0,260.0,1551.0
ca,06001409600,06075017801,6,0.0000003567,37.7532669,-122.1726197,37.7820284,-122.4011589,54012.0,5139.0,172.0,1247.0,3599.0
ca,06037901102,06073009103,1,0.0000000594,34.6604382,-118.2101153,32.7878125,-117.1957245,92130.0,5244.0,2508.0,544.0,1602.0
ca,06085501102,06085509302,7,0.0000004161,37.3540383,-121.8812234,37.4092345,-122.1006445,134250.0,4191.0,985.0,0.0,2795.0
ca,06037701602,06037291120,1,0.0000000594,34.0350094,-118.4754273,33.912792,-118.2869267,122401.0,4614.0,2294.0,325.0,865.0
ca,06037143606,06037311700,35,0.0000020806,34.1419414,-118.3723402,34.1617644,-118.3200887,97589.0,1695.0,1053.0,127.0,159.0
ca,06073008202,06001450607,1,0.0000000594,32.8463177,-117.2765927,37.6571981,-121.8877285,117500.0,1242.0,954.0,11.0,115.0
ca,06065046405,06001450607,1,0.0000000594,33.6205591,-117.2726363,37.6571981,-121.8877285,89097.0,3843.0,1604.0,190.0,1567.0
ca,06071007404,06037980035,4,0.0000002378,34.1425429,-117.2054264,34.0105697,-117.9354578,100088.0,5579.0,1662.0,309.0,3327.0
ca,06037920020,06037113303,18,0.0000010700,34.4715219,-118.4990703,34.2436235,-118.5775956,106172.0,5655.0,3135.0,11.0,1613.0
ca,06067007105,06113011208,11,0.0000006539,38.6775795,-121.500568,38.675332,-121.6910474,98120.0,6626.0,2137.0,940.0,1198.0
ca,06037574400,06037575803,1,0.0000000594,33.8050344,-118.102337,33.7789661,-118.1937148,138095.0,5656.0,3182.0,98.0,1329.0
ca,06073016705,06065043006,2,0.0000001189,32.8513885,-116.9321095,33.682498,-117.3445157,58030.0,4543.0,2873.0,44.0,1355.0
ca,06075031100,06081606700,3,0.0000001783,37.7296129,-122.4462246,37.5404786,-122.32346,188591.0,6286.0,2377.0,282.0,1064.0
ca,06071001501,06037403327,13,0.0000007728,34.0672615,-117.6409852,34.0170108,-117.8334009,88875.0,3643.0,158.0,0.0,3409.0
ca,06037540901,06037265523,1,0.0000000594,33.9194635,-118.2717325,34.0520292,-118.438695,67750.0,5194.0,182.0,1367.0,3569.0
ca,06083002932,06083002006,6,0.0000003567,34.4804802,-120.0289161,34.8725903,-120.3430118,118594.0,2321.0,1202.0,0.0,942.0
ca,06107002901,06107003201,40,0.0000023779,36.1963691,-119.3370033,36.0473536,-119.3444282,58000.0,3773.0,370.0,82.0,3321.0
ca,06013343001,06013325000,7,0.0000004161,37.8931142,-122.0459606,37.9354715,-122.0743431,159744.0,5940.0,4338.0,17.0,532.0
ca,06083002013,06083000900,20,0.0000011889,34.883598,-120.4779852,34.4221917,-119.6971954,95469.0,2732.0,1479.0,134.0,841.0
ca,06037141305,06085504700,1,0.0000000594,34.1563069,-118.4629615,37.41628,-122.050474,95938.0,2878.0,1451.0,148.0,948.0
ca,06037104823,06037910713,1,0.0000000594,34.2489652,-118.4130092,34.5723683,-118.0370203,81406.0,3362.0,77.0,130.0,2904.0
ca,06065041904,06059062653,2,0.0000001189,33.8817748,-117.6536965,33.6364763,-117.7465014,117563.0,5038.0,1892.0,8.0,2625.0
ca,06023010701,06023000100,242,0.0000143860,40.7354437,-124.1824622,40.8040475,-124.1718104,80918.0,4568.0,3134.0,25.0,986.0
ca,06099000914,06001451104,11,0.0000006539,37.6835184,-120.9487825,37.6343064,-121.6163068,120208.0,5305.0,1843.0,203.0,1559.0
ca,06037541100,06037291300,4,0.0000002378,33.8984704,-118.2607508,33.8641805,-118.2951289,86094.0,3031.0,58.0,983.0,1779.0
ca,06077002000,06067007103,2,0.0000001189,37.9549691,-121.2449391,38.6630134,-121.5168452,55515.0,3674.0,314.0,196.0,3086.0
ca,06037124104,06037131400,1,0.0000000594,34.1848613,-118.38341,34.2145917,-118.5316957,50724.0,2764.0,766.0,184.0,1612.0
ca,06037234902,06037800504,2,0.0000001189,33.9822575,-118.3340918,34.0575757,-118.6666196,26484.0,4558.0,373.0,1949.0,1955.0
ca,06013345205,06001450300,16,0.0000009511,37.7858204,-121.9867395,37.7106517,-121.9177272,163667.0,5779.0,2653.0,118.0,522.0
ca,06037408004,06037232120,1,0.0000000594,34.0379752,-117.9156728,33.9996748,-118.2839315,88125.0,2497.0,146.0,436.0,891.0
ca,06037541605,06037141306,1,0.0000000594,33.8993442,-118.2100023,34.1506056,-118.4628536,60277.0,5225.0,75.0,897.0,3907.0
ca,06099000513,06077002201,1,0.0000000594,37.6906053,-121.0794748,37.9313083,-121.2686436,97419.0,4150.0,1670.0,12.0,2033.0
ca,06029000904,06065042523,1,0.0000000594,35.3894623,-118.9584296,33.9355502,-117.2696227,45458.0,3836.0,993.0,105.0,2507.0
ca,06085509107,06037273300,2,0.0000001189,37.3797672,-122.0565575,33.9955625,-118.4722134,152361.0,4765.0,819.0,278.0,1170.0
ca,06013307205,06001408500,3,0.0000001783,37.9860335,-121.845027,37.7604176,-122.1785112,70419.0,7818.0,2154.0,1718.0,2624.0
ca,06055200602,06065043006,1,0.0000000594,38.334581,-122.2995123,33.682498,-117.3445157,100212.0,4482.0,2446.0,0.0,1648.0
ca,06073018511,06073017307,8,0.0000004756,33.204411,-117.343109,32.9900018,-117.2679956,69573.0,4527.0,1718.0,140.0,2142.0
ca,06001400200,06075011700,34,0.0000020212,37.8481378,-122.2495916,37.7904975,-122.403475,225500.0,2147.0,1500.0,38.0,159.0
ca,06083000101,06111000302,2,0.0000001189,34.446327,-119.7788151,34.4088728,-118.8702018,83219.0,5674.0,3242.0,221.0,2011.0
ca,06071000813,06037408900,6,0.0000003567,34.1406258,-117.677823,34.1118065,-117.7812612,103594.0,2966.0,1503.0,33.0,649.0
ca,06067009320,06013307205,1,0.0000000594,38.4604893,-121.403343,37.9860335,-121.845027,74141.0,4266.0,593.0,832.0,1262.0
ca,06053012503,06053011802,33,0.0000019617,36.6097599,-121.913178,36.5494476,-121.9239502,107031.0,2497.0,1551.0,240.0,530.0
ca,06111004901,06111003102,11,0.0000006539,34.2125244,-119.1527473,34.2133661,-119.1636554,110913.0,7045.0,1474.0,276.0,4147.0
ca,06073019601,06059063009,1,0.0000000594,33.2069218,-117.224192,33.6532836,-117.8787414,107550.0,6651.0,3422.0,84.0,2277.0
ca,06019005304,06019007102,5,0.0000002972,36.8049396,-119.742956,36.5714778,-119.6205352,35834.0,4933.0,1396.0,352.0,2057.0
ca,06013355118,06013337201,11,0.0000006539,37.961197,-121.8103813,37.9527725,-122.0311578,134178.0,3769.0,624.0,633.0,1258.0
ca,06037481901,06037650401,2,0.0000001189,34.0710196,-118.155045,33.8428957,-118.3368653,96881.0,5652.0,640.0,101.0,2982.0
ca,06023011200,06023010901,38,0.0000022590,40.3609851,-124.1963951,40.5982901,-124.1377113,67662.0,3842.0,2683.0,46.0,702.0
ca,06037208903,06037123601,1,0.0000000594,34.0597997,-118.2733596,34.1774941,-118.4162038,46573.0,3955.0,102.0,276.0,3404.0
ca,06037401001,06037269000,1,0.0000000594,34.1408746,-117.8525,34.043325,-118.404305,114394.0,2698.0,1248.0,0.0,967.0
ca,06111007903,06111007507,9,0.0000005350,34.2971039,-118.7529854,34.2377255,-118.8089778,165329.0,5108.0,2777.0,49.0,850.0
ca,06059099202,06059075002,64,0.0000038046,33.7345899,-117.925469,33.748073,-117.8685376,87892.0,6968.0,708.0,0.0,3662.0
ca,06065040503,06071006700,1,0.0000000594,34.0258487,-117.5162881,34.0833052,-117.3219389,64375.0,3689.0,1009.0,551.0,1903.0
ca,06065040404,06065040618,33,0.0000019617,33.9729184,-117.4613233,34.0084123,-117.5342359,93553.0,3055.0,797.0,174.0,1946.0
ca,06037480303,06037311700,4,0.0000002378,34.0951421,-118.1377177,34.1617644,-118.3200887,89340.0,4387.0,356.0,221.0,1453.0
ca,06037571701,06059074003,5,0.0000002972,33.847882,-118.199443,33.7068329,-117.862573,77409.0,6655.0,634.0,729.0,4823.0
ca,06001451501,06001450604,10,0.0000005945,37.6733478,-121.7369681,37.6811898,-121.8865528,168580.0,4496.0,2660.0,228.0,642.0
ca,06073014805,06073016202,35,0.0000020806,32.7765372,-117.0386029,32.8149599,-116.9711545,81513.0,4595.0,2908.0,341.0,820.0
ca,06109002201,06099000403,3,0.0000001783,38.0069228,-120.2905739,37.6999824,-120.9672353,68852.0,5700.0,4823.0,0.0,609.0
ca,06037482401,06037273300,2,0.0000001189,34.0674668,-118.0863199,33.9955625,-118.4722134,63750.0,3600.0,67.0,15.0,1545.0
ca,06107001602,06107000302,6,0.0000003567,36.2795602,-119.2187114,36.4515644,-119.4467551,55135.0,5521.0,1108.0,39.0,4364.0
ca,06059099803,06059099203,7,0.0000004161,33.755705,-117.9809384,33.7378669,-117.9417352,60580.0,5801.0,523.0,10.0,1051.0
ca,06073020810,06073008346,26,0.0000015456,33.0348018,-116.7876255,32.9125345,-117.1878012,138444.0,5074.0,3914.0,4.0,803.0
ca,06019004100,06067008206,1,0.0000000594,36.7959636,-119.9948941,38.6722962,-121.2146576,57132.0,3488.0,769.0,83.0,2269.0
ca,06037294810,06037122420,1,0.0000000594,33.7795265,-118.2714945,34.20361,-118.3832842,49143.0,3929.0,44.0,86.0,3562.0
ca,06041102202,06041121200,52,0.0000030912,38.1166084,-122.5912872,37.9424206,-122.4988472,116483.0,5393.0,3919.0,425.0,603.0
ca,06115040400,06077003410,2,0.0000001189,39.0999148,-121.5826165,38.0148327,-121.2878543,52788.0,7164.0,2046.0,104.0,3324.0
ca,06073009104,06073009307,29,0.0000017239,32.7799093,-117.1959447,32.7743909,-117.1351253,132955.0,2821.0,2291.0,18.0,326.0
ca,06037240200,06059076204,6,0.0000003567,33.9560337,-118.2761415,33.8144337,-117.8613023,53224.0,6345.0,55.0,1125.0,5079.0
ca,06019008501,06019004003,11,0.0000006539,36.5887994,-119.5492976,36.7165761,-120.0784796,51042.0,4968.0,235.0,0.0,4717.0
ca,06037301502,06037209202,7,0.0000004161,34.1724288,-118.2887629,34.0554715,-118.2599943,57395.0,7242.0,5735.0,32.0,799.0
ca,06059042332,06059042108,7,0.0000004161,33.5007819,-117.7016699,33.4249906,-117.6239766,159470.0,5645.0,4132.0,136.0,452.0
ca,06067004012,06037703003,1,0.0000000594,38.4756559,-121.5213443,33.9857371,-118.3881332,141719.0,4084.0,1237.0,690.0,913.0
ca,06099004000,06099001800,62,0.0000036857,37.6497629,-121.1440457,37.6379573,-120.9927507,93017.0,4183.0,2400.0,86.0,1507.0
ca,06081606000,06081605501,23,0.0000013673,37.5810274,-122.3314611,37.5793766,-122.3506015,103813.0,5476.0,1695.0,323.0,1463.0
ca,06067004203,06067001800,7,0.0000004161,38.4881987,-121.4743864,38.5542221,-121.4637479,56042.0,6334.0,833.0,630.0,2561.0
ca,06037143801,06037214600,3,0.0000001783,34.1368977,-118.3857939,34.0727874,-118.3656444,187888.0,3411.0,2173.0,297.0,296.0
ca,06071000808,06037403601,8,0.0000004756,34.1124449,-117.6395637,34.0760031,-117.8613914,94621.0,5874.0,1893.0,424.0,2923.0
ca,06037275102,06037703003,38,0.0000022590,33.9979789,-118.4112469,33.9857371,-118.3881332,88375.0,4265.0,636.0,108.0,3023.0
ca,06037189501,06037189101,4,0.0000002378,34.1089232,-118.3192601,34.1047367,-118.288505,77074.0,2182.0,1755.0,187.0,115.0
ca,06037551900,06037554302,3,0.0000001783,33.9105555,-118.1046206,33.8729673,-118.1469095,94542.0,5286.0,1011.0,153.0,3291.0
ca,06037900508,06037920314,5,0.0000002972,34.6789817,-118.0721979,34.4029836,-118.5246277,88417.0,3831.0,834.0,723.0,1875.0
ca,06085504307,06001441503,140,0.0000083225,37.3907632,-121.8525385,37.4899766,-121.9742068,144604.0,5740.0,529.0,25.0,1132.0
ca,06067005801,06067001103,166,0.0000098681,38.6027461,-121.355268,38.5773937,-121.4932684,95250.0,5558.0,3800.0,413.0,807.0
ca,06037301100,06037302002,56,0.0000033290,34.1622943,-118.2471275,34.1491687,-118.2505278,82058.0,7140.0,5531.0,41.0,580.0
ca,06065043307,06065043206,11,0.0000006539,33.7246401,-116.9786782,33.5651234,-117.1918935,35909.0,6755.0,3135.0,236.0,2793.0
ca,06077003404,06077003117,34,0.0000020212,38.0327016,-121.287041,37.9757911,-121.3623551,53567.0,7182.0,1149.0,894.0,2280.0
ca,06111007904,06111008201,33,0.0000019617,34.277179,-118.752394,34.2762804,-118.7043688,107629.0,5097.0,2956.0,10.0,1402.0
ca,06081600200,06075010902,2,0.0000001189,37.7045748,-122.415878,37.7978102,-122.4221947,111000.0,4246.0,88.0,255.0,1153.0
ca,06055200301,06047001501,1,0.0000000594,38.28795,-122.2739891,37.2921188,-120.5149483,93400.0,6120.0,2387.0,24.0,3292.0
ca,06085511302,06085500600,2,0.0000001189,37.4480075,-122.1622126,37.3334224,-121.9145625,100852.0,3466.0,2039.0,75.0,171.0
